Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Education,Student Loan,11/28/2025,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 251128 7UMYCD9YG57     CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-193.19
Transfers,Zelle,2025-02-27,Online,ZELLE,  ZELLE TO  JANE SMITH ON 02/27 REF # HML3NUZH6QLJ GROCERIES   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-264.50
Utilities,Internet,06/04/2025,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250604 DTCN2Z6  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-76.51
Transfers,Zelle,01/20/2025,Online,ZELLE,ZELLE TO  NOAH WILSON ON 01/20 REF # RUQT22DXS8DD SCHOOL,DEBIT CARD ...7761,-148.81
Transfers,Online Transfer,01/22/2025,Online,,ONLINE TRANSFER REF NHUL4WKAHLBG6VCKDV TO SAVINGS,DEBIT CARD ...7761,-289.87
Dining,Fast Food,2025-10-06,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 10/06 CHICK-FIL-A #03255 AURORA CO,DEBIT CARD ...7761,-19.13
Education,Student Loan,2025-12-29,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 251229 EB9KU7JYTM5     CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-416.68
Utilities,Internet,2025-06-13,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250613 VU3NY72  CUSTOMER NAME,DEBIT CARD ...7761,-85.00
Food,Groceries,03/14/2025,Denver CO,SPROUTS,SPROUTS  FARMERS  MAR  DENVER  CO,DEBIT CARD ...7761,-52.86
Rewards,Cash Back,08/29/2025,Online,CASH BACK,CASH BACK REDEMPTION REF 108531907,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,53.11
Utilities,Internet,11/07/2025,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 251107 HSWX4F7  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-102.64
Transport,Tolls,06/22/2025,Denver CO,E 470 EXPRESS TOLLS,E 470 EXPRESS TOLLS 303-5373470 CO,VISA CARD ...9876,-12.78
Food,Convenience,2025-08-26,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 08/26 7-ELEVEN DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-4.59
Bills,Insurance,2025-02-25,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,VISA CARD ...9876,-78.17
Online,Shopping,2025-09-18,Online,AMAZON.COM,  AMAZON MKTPL*9WC9F6PZSU Amzn.com/bill WA   ,DEBIT CARD ...7761,-57.09
Utilities,Mobile,2025-03-14,Online,XFINITY MOBILE,XFINITY MOBILE 888-936-4968 PA,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-62.19
Bills,Insurance,01/21/2025,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-176.54
Food,Convenience,2025-07-02,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 07/02 7-ELEVEN DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-2.57
Food,Convenience,11/06/2025,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 11/06 7-ELEVEN CENTENNIAL CO,DEBIT CARD ...7761,-17.05
Transport,Tolls,09/30/2025,Denver CO,E 470 EXPRESS TOLLS,E  470  EXPRESS  TOLLS  303-5373470  CO,VISA CARD ...9876,-9.14
Transfers,Online Transfer,2025-10-22,Online,,ONLINE TRANSFER REF RR6CDTF9VUN26F2R75 TO SAVINGS,DEBIT CARD ...7761,-483.22
Dining,Fast Food,2025-01-04,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 01/04 CHICK-FIL-A #03255 AURORA CO,DEBIT CARD ...7761,-10.84
Transfers,Zelle,12/08/2025,Online,ZELLE,ZELLE  TO    CHRIS  PATEL  ON  12/08  REF  #  VTKLA5EZC4L7  THANK  YOU,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-343.29
Food,Convenience,02/10/2025,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 02/10 7-ELEVEN AURORA CO,DEBIT CARD ...7761,-16.79
Transport,Tolls,2025-03-01,Denver CO,E 470 EXPRESS TOLLS,E 470 EXPRESS TOLLS 303-5373470 CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-17.46
Transfers,Online Transfer,06/02/2025,Online,,ONLINE TRANSFER REF Y8QXWVGU7GM245GXRP TO SAVINGS,VISA CARD ...9876,-464.16
Food,Groceries,2025-03-13,Denver CO,COSTCO GAS,PURCHASE  AUTHORIZED  ON  03/13  COSTCO  GAS  #1652  DENVER  CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-45.74
Home,Mortgage,2025-07-23,Online,PENNYMAC,PENNYMAC         CASH Jul 25 8129488462-0008 CUSTOMER NAME,VISA CARD ...9876,-2055.31
Education,Student Loan,2025-06-17,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 250617 SXY8ZN7JQ93     CUSTOMER NAME,DEBIT CARD ...7761,-84.66
Dining,Fast Food,04/12/2025,Aurora CO,CHIPOTLE,PURCHASE  AUTHORIZED  ON  04/12  CHIPOTLE  0871  AURORA  CO,DEBIT CARD ...7761,-32.79
Food,Groceries,07/13/2025,Denver CO,COSTCO GAS,  PURCHASE AUTHORIZED ON 07/13 COSTCO GAS #1652 DENVER CO   ,DEBIT CARD ...7761,-35.13
Utilities,Mobile,2025-03-04,Online,XFINITY MOBILE,XFINITY MOBILE 888-936-4968 PA,VISA CARD ...9876,-63.55
Rewards,Cash Back,2025-04-30,Online,CASH BACK,  CASH BACK REDEMPTION REF 108140120   ,VISA CARD ...9876,56.24
Food,Convenience,2025-09-28,Aurora CO,7-ELEVEN,PURCHASE  AUTHORIZED  ON  09/28  7-ELEVEN  CENTENNIAL  CO,VISA CARD ...9876,-10.28
Transfers,Zelle,2025-02-09,Online,ZELLE,  ZELLE TO  CHRIS PATEL ON 02/09 REF # JT3BG8CKG65V CAR   ,VISA CARD ...9876,-218.18
Online,Shopping,2025-09-30,Online,AMAZON.COM,AMAZON MKTPL*8RZ9M7LNPX Amzn.com/bill WA,VISA CARD ...9876,-86.24
Utilities,Internet,07/25/2025,Online,COMCAST,  COMCAST-XFINITY  CABLE SVCS 250725 ZZHVPTU  CUSTOMER NAME   ,VISA CARD ...9876,-123.98
Food,Groceries,09/28/2025,Denver CO,COSTCO WHSE,PURCHASE  AUTHORIZED  ON  09/28  COSTCO  WHSE  #1652  DENVER  CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-365.52
Transfers,Zelle,2025-03-26,Online,ZELLE,  ZELLE TO  ALEX KIM ON 03/26 REF # 9LR5EYZLWT7W GIFT   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-359.36
Rewards,Cash Back,2025-02-22,Online,CASH BACK,CASH BACK REDEMPTION REF 129998872,VISA CARD ...9876,5.33
Food,Groceries,2025-06-19,Denver CO,SPROUTS,SPROUTS FARMERS MAR DENVER CO,VISA CARD ...9876,-37.32
Food,Groceries,02/05/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 02/05 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-239.72
Food,Groceries,03/13/2025,Denver CO,COSTCO GAS,PURCHASE AUTHORIZED ON 03/13 COSTCO GAS #1652 DENVER CO,VISA CARD ...9876,-62.46
Rewards,Cash Back,2025-05-16,Online,CASH BACK,CASH  BACK  REDEMPTION  REF  155513178,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,49.38
Food,Groceries,2025-12-17,Denver CO,SPROUTS,SPROUTS  FARMERS  MAR  DENVER  CO,DEBIT CARD ...7761,-74.28
Home,Mortgage,06/09/2025,Online,PENNYMAC,PENNYMAC         CASH Jun 25 8435258977-0001 CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-2263.79
Dining,Fast Food,2025-01-05,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 01/05 CHICK-FIL-A #03255 AURORA CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-10.12
Transfers,Zelle,07/04/2025,Online,ZELLE,ZELLE TO  JANE SMITH ON 07/04 REF # YLRLAEWHT769 SCHOOL,VISA CARD ...9876,-168.37
Dining,Fast Food,04/08/2025,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 04/08 CHICK-FIL-A #03255 AURORA CO,DEBIT CARD ...7761,-20.07
Transfers,Zelle,01/01/2025,Online,ZELLE,ZELLE TO  EMMA BROWN ON 01/01 REF # HDLXPGJM54JW SUPPORT,VISA CARD ...9876,-295.46
Home,Mortgage,12/30/2025,Online,PENNYMAC,PENNYMAC         CASH Dec 25 8969579278-0001 CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-2304.64
Food,Groceries,09/19/2025,Denver CO,KING SOOPERS,PURCHASE  AUTHORIZED  ON  09/19  KING  SOOPERS  #0083  DENVER  CO,VISA CARD ...9876,-95.57
Education,Student Loan,2025-09-02,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 250902 ZGGHW58RQYE     CUSTOMER NAME,VISA CARD ...9876,-338.27
Home,Mortgage,01/28/2025,Online,PENNYMAC,PENNYMAC                  CASH  Jan  25  8504211777-0009  CUSTOMER  NAME,DEBIT CARD ...7761,-1861.70
Utilities,Internet,03/23/2025,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250323 55JFNKZ  CUSTOMER NAME,DEBIT CARD ...7761,-94.49
Food,Groceries,2025-08-10,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 08/10 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-136.57
Education,Student Loan,2025-06-28,Online,DEPT EDUCATION,  DEPT EDUCATION   STUDENT LN 250628 RBYB556GSXQ     CUSTOMER NAME   ,VISA CARD ...9876,-403.70
Transfers,Zelle,04/27/2025,Online,ZELLE,ZELLE TO  JOHN DOE ON 04/27 REF # NQB4SGU4RJCW RENT,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-139.78
Food,Groceries,08/30/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 08/30 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-224.08
Food,Groceries,05/14/2025,Denver CO,SPROUTS,SPROUTS FARMERS MAR DENVER CO,VISA CARD ...9876,-50.74
Bills,Insurance,04/20/2025,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,VISA CARD ...9876,-135.81
Food,Groceries,05/19/2025,Denver CO,KING SOOPERS,  PURCHASE  AUTHORIZED  ON  05/19  KING  SOOPERS  #0083  DENVER  CO   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-10.48
Food,Groceries,01/24/2025,Denver CO,COSTCO GAS,PURCHASE AUTHORIZED ON 01/24 COSTCO GAS #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-32.26
Transport,Tolls,01/17/2025,Denver CO,E 470 EXPRESS TOLLS,E 470 EXPRESS TOLLS 303-5373470 CO,VISA CARD ...9876,-8.29
Cash,ATM,2025-09-30,Aurora CO,ATM WITHDRAWAL,ATM  WITHDRAWAL  AUTHORIZED  ON  09/30  3521  N  Tower  Rd  Aurora  CO  000,VISA CARD ...9876,-180.11
Home,Mortgage,01/21/2025,Online,PENNYMAC,PENNYMAC                  CASH  Jan  25  8017264598-0004  CUSTOMER  NAME,VISA CARD ...9876,-2584.18
Utilities,Internet,2025-07-23,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250723 QFS5Z4Y  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-64.13
Utilities,Internet,2025-10-23,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 251023 A52Z2NM  CUSTOMER NAME,VISA CARD ...9876,-84.98
Food,Convenience,2025-04-22,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 04/22 7-ELEVEN DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-17.22
Utilities,Internet,09/29/2025,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250929 V68D2RM  CUSTOMER NAME,DEBIT CARD ...7761,-106.59
Transfers,Zelle,10/11/2025,Online,ZELLE,ZELLE TO  CHRIS PATEL ON 10/11 REF # 8MTLM8U35YJV DINNER,DEBIT CARD ...7761,-368.34
Utilities,Internet,2025-05-09,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250509 SA88EMB  CUSTOMER NAME,DEBIT CARD ...7761,-91.04
Food,Groceries,04/04/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 04/04 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-73.50
Rewards,Cash Back,04/04/2025,Online,CASH BACK,CASH BACK REDEMPTION REF 180346328,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,5.71
Dining,Fast Food,09/13/2025,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 09/13 CHICK-FIL-A #03255 AURORA CO,DEBIT CARD ...7761,-13.83
Dining,Fast Food,01/26/2025,Aurora CO,CHIPOTLE,PURCHASE  AUTHORIZED  ON  01/26  CHIPOTLE  0871  AURORA  CO,VISA CARD ...9876,-33.98
Home,Mortgage,2025-07-09,Online,PENNYMAC,PENNYMAC         CASH Jul 25 8297693926-0005 CUSTOMER NAME,DEBIT CARD ...7761,-2521.97
Education,Student Loan,05/07/2025,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 250507 C6J3LBFB6QM     CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-297.56
Cash,ATM,2025-06-23,Aurora CO,ATM WITHDRAWAL,ATM WITHDRAWAL AUTHORIZED ON 06/23 3521 N Tower Rd Aurora CO 000,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-45.55
Dining,Fast Food,05/29/2025,Aurora CO,CHIPOTLE,PURCHASE AUTHORIZED ON 05/29 CHIPOTLE 0871 AURORA CO,DEBIT CARD ...7761,-29.70
Food,Groceries,2025-11-30,Denver CO,COSTCO GAS,PURCHASE AUTHORIZED ON 11/30 COSTCO GAS #1652 DENVER CO,DEBIT CARD ...7761,-43.61
Online,Shopping,2025-10-09,Online,AMAZON,AMAZON MKTPL*G2SWS42KZ6 Amzn.com/bill WA,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-61.55
Dining,Fast Food,07/08/2025,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 07/08 CHICK-FIL-A #03255 AURORA CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-7.64
Bills,Insurance,2025-11-28,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-171.54
Transfers,Zelle,2025-08-19,Online,ZELLE,ZELLE TO  NOAH WILSON ON 08/19 REF # GZ9RSFWFB25A DINNER,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-166.86
Education,Student Loan,11/25/2025,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 251125 C8YM534ZDP4     CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-428.82
Online,Shopping,08/25/2025,Online,AMAZON,AMAZON MKTPL*XMKPMJ7MWS Amzn.com/bill WA,VISA CARD ...9876,-87.61
Bills,Insurance,01/10/2025,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-67.80
Utilities,Mobile,11/30/2025,Online,XFINITY MOBILE,XFINITY  MOBILE  888-936-4968  PA,VISA CARD ...9876,-33.51
Food,Convenience,2025-12-16,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 12/16 7-ELEVEN BOULDER CO,VISA CARD ...9876,-8.74
Cash,ATM,2025-08-12,Aurora CO,ATM WITHDRAWAL,ATM WITHDRAWAL AUTHORIZED ON 08/12 3521 N Tower Rd Aurora CO 000,VISA CARD ...9876,-69.46
Bills,Insurance,11/24/2025,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,DEBIT CARD ...7761,-138.15
Transfers,Zelle,09/20/2025,Online,ZELLE,ZELLE TO  JANE SMITH ON 09/20 REF # SFNTM99NKNW9 THANK YOU,VISA CARD ...9876,-239.52
Dining,Fast Food,10/18/2025,Aurora CO,CHIPOTLE,PURCHASE AUTHORIZED ON 10/18 CHIPOTLE 0871 AURORA CO,DEBIT CARD ...7761,-25.57
Transfers,Online Transfer,06/30/2025,Online,,ONLINE TRANSFER REF B69AAWQYWJPSGHBMQW TO SAVINGS,VISA CARD ...9876,-577.33
Rewards,Cash Back,2025-03-26,Online,CASH BACK,CASH BACK REDEMPTION REF 112952059,DEBIT CARD ...7761,43.66
Dining,Fast Food,2025-03-07,Aurora CO,CHICK-FIL-A,  PURCHASE AUTHORIZED ON 03/07 CHICK-FIL-A #03255 AURORA CO   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-14.20
Food,Groceries,06/05/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 06/05 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-172.66
Food,Groceries,09/12/2025,Denver CO,COSTCO WHSE,PURCHASE  AUTHORIZED  ON  09/12  COSTCO  WHSE  #1652  DENVER  CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-67.04
Transfers,Zelle,2025-08-03,Online,ZELLE,  ZELLE TO  MARIA LOPEZ ON 08/03 REF # JXPH659AY46W HELP   ,VISA CARD ...9876,-387.09
Food,Convenience,2025-12-23,Aurora CO,7-ELEVEN,PURCHASE  AUTHORIZED  ON  12/23  7-ELEVEN  AURORA  CO,DEBIT CARD ...7761,-8.08
Education,Student Loan,07/01/2025,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 250701 XMYCG2EY58D     CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-256.93
Food,Groceries,2025-05-15,Denver CO,KING SOOPERS,PURCHASE AUTHORIZED ON 05/15 KING SOOPERS #0083 DENVER CO,VISA CARD ...9876,-202.12
Food,Groceries,2025-03-29,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 03/29 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-208.13
Transfers,Zelle,2025-01-30,Online,ZELLE,ZELLE TO  SAM TAYLOR ON 01/30 REF # LSAA4EP2XT53 RENT,VISA CARD ...9876,-331.28
Education,Student Loan,2025-01-30,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 250130 LMV3SD2S4H9     CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-258.31
Transfers,Zelle,11/19/2025,Online,ZELLE,ZELLE TO  JANE SMITH ON 11/19 REF # SQ5Z8KQ734GD CAR,VISA CARD ...9876,-247.91
Education,Student Loan,2025-02-22,Online,DEPT EDUCATION,DEPT EDUCATION   STUDENT LN 250222 ZL6MZ9QN57T     CUSTOMER NAME,VISA CARD ...9876,-420.76
Food,Groceries,06/12/2025,Denver CO,KING SOOPERS,PURCHASE AUTHORIZED ON 06/12 KING SOOPERS #0083 DENVER CO,VISA CARD ...9876,-92.20
Food,Groceries,2025-11-22,Denver CO,COSTCO GAS,PURCHASE AUTHORIZED ON 11/22 COSTCO GAS #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-69.85
Bills,Insurance,2025-02-14,Online,STATE FARM,STATE FARM  INSURANCE 800-956-6310 IL,VISA CARD ...9876,-117.42
Dining,Fast Food,12/21/2025,Aurora CO,CHIPOTLE,  PURCHASE AUTHORIZED ON 12/21 CHIPOTLE 0871 AURORA CO   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-17.44
Food,Groceries,2025-10-16,Denver CO,COSTCO GAS,PURCHASE AUTHORIZED ON 10/16 COSTCO GAS #1652 DENVER CO,DEBIT CARD ...7761,-26.77
Home,Mortgage,11/21/2025,Online,PENNYMAC,PENNYMAC         CASH Nov 25 8308519434-0002 CUSTOMER NAME,DEBIT CARD ...7761,-2109.51
Cash,ATM,05/10/2025,Aurora CO,ATM WITHDRAWAL,ATM WITHDRAWAL AUTHORIZED ON 05/10 3521 N Tower Rd Aurora CO 000,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-157.52
Dining,Fast Food,2025-04-13,Aurora CO,CHICK-FIL-A,  PURCHASE AUTHORIZED ON 04/13 CHICK-FIL-A #03255 AURORA CO   ,DEBIT CARD ...7761,-18.38
Food,Groceries,03/02/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 03/02 COSTCO WHSE #1652 DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-75.42
Dining,Fast Food,06/26/2025,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 06/26 CHICK-FIL-A #03255 AURORA CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-15.98
Utilities,Internet,2025-02-06,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250206 KLEGEM3  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-107.27
Utilities,Internet,2025-07-19,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250719 3KBG4YG  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-124.86
Utilities,Internet,02/18/2025,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250218 MM38WNF  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-86.47
Rewards,Cash Back,08/11/2025,Online,CASH BACK,CASH BACK REDEMPTION REF 150359473,DEBIT CARD ...7761,14.79
Food,Convenience,2025-06-14,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 06/14 7-ELEVEN DENVER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-14.53
Utilities,Mobile,01/07/2025,Online,XFINITY MOBILE,XFINITY MOBILE 888-936-4968 PA,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-71.29
Utilities,Mobile,2025-11-12,Online,XFINITY MOBILE,XFINITY MOBILE 888-936-4968 PA,VISA CARD ...9876,-101.70
Utilities,Internet,2025-04-03,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 250403 698DWVL  CUSTOMER NAME,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-66.02
Transfers,Zelle,10/22/2025,Online,ZELLE,ZELLE TO  SAM TAYLOR ON 10/22 REF # Z7P2BDZYJJ4K THANK YOU,DEBIT CARD ...7761,-160.14
Transfers,Zelle,02/15/2025,Online,ZELLE,ZELLE TO  MARIA LOPEZ ON 02/15 REF # 4STJ2HPD6E2C SCHOOL,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-444.52
Utilities,Internet,11/21/2025,Online,COMCAST,COMCAST-XFINITY  CABLE SVCS 251121 WLA2BEF  CUSTOMER NAME,DEBIT CARD ...7761,-88.82
Food,Groceries,2025-12-21,Denver CO,COSTCO WHSE,  PURCHASE AUTHORIZED ON 12/21 COSTCO WHSE #1652 DENVER CO   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-79.82
Rewards,Cash Back,2025-02-16,Online,CASH BACK,CASH BACK REDEMPTION REF 145289621,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,5.37
Utilities,Mobile,2025-12-05,Online,XFINITY MOBILE,XFINITY MOBILE 888-936-4968 PA,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-63.25
Transfers,Online Transfer,11/18/2025,Online,,ONLINE TRANSFER REF NW5SJ6JSP4FCBLSWDH TO SAVINGS,DEBIT CARD ...7761,-595.38
Utilities,Internet,08/03/2025,Online,COMCAST,  COMCAST-XFINITY  CABLE SVCS 250803 WNFNSF6  CUSTOMER NAME   ,VISA CARD ...9876,-95.18
Food,Groceries,11/29/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 11/29 COSTCO WHSE #1652 DENVER CO,DEBIT CARD ...7761,-134.17
Food,Groceries,06/08/2025,Denver CO,KING SOOPERS,PURCHASE AUTHORIZED ON 06/08 KING SOOPERS #0083 DENVER CO,DEBIT CARD ...7761,-117.07
Food,Groceries,02/04/2025,Denver CO,COSTCO GAS,  PURCHASE AUTHORIZED ON 02/04 COSTCO GAS #1652 DENVER CO   ,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-83.20
Cash,ATM,04/05/2025,Aurora CO,ATM WITHDRAWAL,ATM WITHDRAWAL AUTHORIZED ON 04/05 3521 N Tower Rd Aurora CO 000,VISA CARD ...9876,-97.80
Transfers,Zelle,09/24/2025,Online,ZELLE,  ZELLE TO  CHRIS PATEL ON 09/24 REF # RWR4KRMC6LV4 UTILITIES   ,VISA CARD ...9876,-193.58
Online,Shopping,01/20/2025,Online,AMAZON.COM,AMAZON MKTPL*JU6VX3MP65 Amzn.com/bill WA,VISA CARD ...9876,-122.38
Food,Convenience,04/04/2025,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 04/04 7-ELEVEN CENTENNIAL CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-15.41
Food,Convenience,12/17/2025,Aurora CO,7-ELEVEN,PURCHASE AUTHORIZED ON 12/17 7-ELEVEN BOULDER CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...4321,-12.88
Dining,Fast Food,11/24/2025,Aurora CO,CHICK-FIL-A,PURCHASE AUTHORIZED ON 11/24 CHICK-FIL-A #03255 AURORA CO,DEBIT CARD ...7761,-9.67
Home,Mortgage,02/10/2025,Online,PENNYMAC,PENNYMAC         CASH Feb 25 8556431377-0007 CUSTOMER NAME,DEBIT CARD ...7761,-2177.32
Food,Groceries,11/11/2025,Denver CO,COSTCO WHSE,PURCHASE AUTHORIZED ON 11/11 COSTCO WHSE #1652 DENVER CO,DEBIT CARD ...7761,-272.16
Dining,Fast Food,04/26/2025,Aurora CO,CHIPOTLE,PURCHASE AUTHORIZED ON 04/26 CHIPOTLE 0871 AURORA CO,WELLS FARGO ACTIVE CASH VISA(R) CARD ...0123,-15.31
